,sexo,edad,zona_u_r,gse,esc_nivel_1,info_enc_58,info_enc_30,religion_82,iden_pol_2,iden_pol_3,interes_pol_1_b,region_ANTOFAGASTA,region_ARAUCANÍA,region_ARICA Y PARINACOTA,region_ATACAMA,region_AYSÉN,region_BIOBÍO,region_COQUIMBO,region_LIBERTADOR BERNARDO OHIGGINS,region_LOS LAGOS,region_LOS RÍOS,region_MAGALLANES,region_MAULE,region_METROPOLITANA,region_TARAPACÁ,region_VALPARAÍSO,region_ÑUBLE,elec_pres_144_a,pred
327,1,44,1,2,6,2,0.0,1,8,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
328,2,53,1,2,6,2,0.0,2,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
329,1,80,1,4,2,2,0.0,99,7,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
330,2,19,1,3,4,2,0.0,1,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
331,2,37,1,3,6,2,0.0,1,99,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
332,2,20,1,3,4,2,0.0,10,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
333,1,67,1,3,3,2,0.0,2,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
334,2,61,1,2,4,2,0.0,2,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
335,1,78,1,3,2,2,0.0,2,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
336,2,53,1,3,4,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
337,1,43,1,4,3,2,0.0,1,5,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
338,2,45,1,3,5,2,0.0,2,10,18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
339,2,50,1,4,2,1,9.0,2,88,88,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
340,2,28,1,3,5,2,0.0,9,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
341,1,40,1,3,4,2,0.0,2,7,17,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
342,1,56,1,3,4,2,0.0,99,5,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,2,63,2,3,4,2,0.0,1,4,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0
344,1,48,2,4,4,2,0.0,9,5,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
345,1,56,2,3,2,2,0.0,2,6,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,2,76,2,4,1,2,0.0,1,5,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
347,1,74,1,3,0,2,0.0,9,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
348,1,54,1,3,3,1,5.0,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
349,1,49,1,4,6,2,0.0,9,5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
350,1,37,1,4,2,2,0.0,9,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
351,2,67,1,4,2,2,0.0,2,99,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
352,2,62,1,3,3,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
353,1,22,1,3,4,2,0.0,5,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
354,2,39,2,4,4,1,5.0,99,99,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
355,2,50,2,3,4,2,0.0,99,10,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
356,2,21,1,3,3,2,0.0,9,6,17,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
357,2,48,1,3,3,2,0.0,1,5,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0
358,1,92,1,3,1,2,0.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
359,1,28,1,3,4,2,0.0,9,8,18,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
360,1,72,1,2,4,2,0.0,1,3,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
361,2,28,1,3,6,2,0.0,1,6,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
362,2,43,1,3,4,2,0.0,1,7,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
363,2,59,1,3,2,2,0.0,2,88,19,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
364,2,32,1,3,6,2,0.0,9,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
365,2,26,1,4,5,2,0.0,9,99,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
366,1,57,1,2,3,2,0.0,1,10,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0
367,1,48,1,1,5,2,0.0,1,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
368,1,30,1,4,2,2,0.0,9,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
369,1,65,1,3,3,2,0.0,1,5,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
370,2,49,1,3,4,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
371,1,67,1,4,2,2,0.0,2,4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
372,1,19,1,4,4,2,0.0,1,8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
373,1,54,1,4,1,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
374,1,46,1,3,4,2,0.0,2,6,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
375,2,54,1,3,1,2,0.0,1,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
376,2,22,1,3,5,2,0.0,2,8,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
377,2,55,1,3,2,2,0.0,1,4,99,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0
378,1,75,1,3,3,2,0.0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
379,2,64,1,3,1,2,0.0,1,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
380,2,58,1,3,4,2,0.0,1,4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
381,2,50,1,2,1,2,0.0,1,99,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
382,2,48,1,3,7,2,0.0,1,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
383,1,42,1,2,7,2,0.0,1,7,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
384,1,80,1,3,1,2,0.0,9,5,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
385,1,32,1,2,8,1,5.0,9,4,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
386,1,54,1,3,4,1,5.0,2,99,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
387,1,69,1,3,4,8,0.0,8,99,15,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
388,1,30,1,3,7,1,5.0,9,3,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
389,2,69,1,3,4,2,0.0,1,5,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
390,1,40,1,2,4,2,0.0,1,4,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
391,2,72,1,3,8,2,0.0,1,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
392,1,30,1,3,10,1,11.0,9,4,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
393,2,38,1,4,4,2,0.0,1,6,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
394,2,48,1,5,4,2,0.0,9,4,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
395,1,25,1,4,5,2,0.0,9,4,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
396,2,54,1,4,2,2,0.0,2,5,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
397,1,30,1,3,7,2,0.0,9,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
398,2,37,1,2,6,2,0.0,9,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
399,2,69,1,3,8,2,0.0,1,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
400,2,66,1,3,6,2,0.0,1,6,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
401,2,56,1,3,2,2,0.0,9,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
402,1,49,2,3,1,2,0.0,2,5,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
403,1,38,2,3,6,2,0.0,9,5,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
404,1,60,1,4,2,2,0.0,2,10,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
405,2,71,1,4,1,2,0.0,1,88,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
406,1,71,2,3,1,2,0.0,2,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
407,2,69,1,3,1,1,5.0,99,5,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
408,1,28,1,3,7,2,0.0,2,99,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
409,1,77,2,4,1,2,0.0,2,10,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
410,2,77,2,3,1,2,0.0,1,3,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
411,1,74,1,3,4,2,0.0,2,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
412,2,63,1,3,3,2,0.0,1,7,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
413,2,29,1,2,7,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
414,1,56,1,2,1,2,0.0,2,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
415,2,73,1,4,1,2,0.0,1,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
416,1,64,1,3,8,2,0.0,1,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
417,2,32,1,2,8,2,0.0,9,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
418,1,59,1,3,4,2,0.0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
419,1,62,1,3,2,2,0.0,1,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0
420,1,43,1,3,6,2,0.0,1,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
421,2,73,2,3,4,2,0.0,5,10,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
422,2,59,2,3,1,2,0.0,1,4,15,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
423,1,60,1,3,5,2,0.0,8,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
424,1,28,1,3,8,2,0.0,8,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
425,1,33,1,3,8,2,0.0,9,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
426,1,53,1,3,8,2,0.0,1,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
427,2,33,1,2,7,2,0.0,9,8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
428,2,42,1,3,8,2,0.0,1,10,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
429,2,68,1,4,3,2,0.0,8,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
430,2,61,1,1,8,2,0.0,1,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
431,1,20,1,1,7,2,0.0,1,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
432,2,54,1,4,2,2,0.0,9,5,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
433,2,35,1,4,4,2,0.0,2,4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
434,2,36,1,4,6,2,0.0,1,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
435,2,25,1,4,4,2,0.0,2,8,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
436,2,32,1,4,6,2,0.0,9,88,15,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
437,2,33,1,3,9,2,0.0,9,7,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
438,2,76,1,1,8,2,0.0,1,3,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
439,2,58,1,3,1,2,0.0,1,99,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
440,2,52,1,3,8,1,5.0,99,7,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
441,2,50,1,4,1,2,0.0,2,5,15,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0
442,2,21,1,2,4,2,0.0,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
443,1,66,1,2,7,2,0.0,9,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
444,1,55,1,1,8,2,0.0,1,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
445,1,24,1,3,4,2,0.0,9,4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
446,2,28,1,2,8,2,0.0,9,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
447,2,42,1,3,4,2,0.0,99,99,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
448,2,57,1,3,4,2,0.0,99,5,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
449,1,71,1,3,6,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
450,1,41,1,1,8,2,0.0,8,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
451,1,65,1,4,1,2,0.0,1,5,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
452,2,81,1,4,1,2,0.0,2,99,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
453,2,31,2,3,6,2,0.0,1,5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
454,2,60,2,3,1,2,0.0,1,99,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
455,2,29,1,3,8,2,0.0,99,3,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
456,2,81,1,4,1,2,0.0,1,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
457,1,70,1,3,4,2,0.0,9,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
458,2,55,1,2,8,2,0.0,1,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
459,1,32,1,2,6,2,0.0,9,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
460,2,34,1,3,10,2,0.0,9,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
461,2,52,1,2,7,2,0.0,9,5,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
462,2,47,1,2,4,2,0.0,1,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
463,1,44,1,2,8,2,0.0,1,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
464,2,32,1,4,4,2,0.0,9,99,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
465,2,51,1,4,3,2,0.0,9,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
466,2,27,1,3,4,2,0.0,1,6,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
467,1,56,1,3,6,2,0.0,1,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
468,2,35,1,3,2,2,0.0,2,99,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
469,1,72,1,4,2,8,0.0,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
470,1,64,1,4,1,2,0.0,9,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
471,1,35,1,3,7,2,0.0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
472,2,47,1,3,8,2,0.0,1,1,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
473,2,25,1,3,8,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
474,2,47,1,3,5,2,0.0,2,5,15,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0
475,2,33,1,4,4,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
476,2,52,1,4,2,2,0.0,1,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
477,2,62,1,2,1,2,0.0,9,1,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
478,2,49,1,2,4,2,0.0,1,5,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0
479,2,33,1,3,9,2,0.0,99,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
480,1,43,1,3,3,2,0.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
481,1,57,1,3,8,2,0.0,1,88,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
482,2,64,1,2,4,2,0.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
483,1,64,1,2,6,2,0.0,1,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
484,2,65,1,3,6,2,0.0,1,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
485,1,35,1,3,8,2,0.0,2,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
486,1,73,1,3,1,2,0.0,1,7,15,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
487,1,56,1,2,4,2,0.0,1,5,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
488,2,21,1,4,4,1,5.0,9,4,17,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
489,2,65,2,4,3,2,0.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
490,2,30,2,3,4,1,5.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
491,2,82,1,2,10,2,0.0,10,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
492,2,32,1,3,7,2,0.0,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
